id,in_b,in_d,in_dd,in_sigma_m,in_sigma_w,alpha,beta,gamma,pop_error,pcf_error
194,1.2,0.1,0.75,2.4000000000000004,0.9,2.841649965744705,-0.47240267885901865,-1.3692472868856862,0.9997565667088124,0.04103663460729274
195,1.2,0.1,0.75,2.4000000000000004,1.0,2.7421390348965997,-0.417308769447955,-1.3248302654486446,0.999773457998917,0.04476675566254276
196,1.2,0.1,0.75,2.5,0.6,2.5248681806151896,-0.29519389598357754,-1.229674284631612,0.9996336521480164,0.04297303259052758
197,1.2,0.1,0.75,2.5,0.7,2.637634319859205,-0.2762208889751422,-1.3614134308840629,0.9997048922597386,0.04245496014081412
198,1.2,0.1,0.75,2.5,0.8,2.7302452288469308,-0.42983979456839405,-1.300405434278537,0.9997100471690756,0.04245256228892005
199,1.2,0.1,0.75,2.5,0.9,2.722354986523752,-0.31296657164800595,-1.4093884148757463,0.9997371994089308,0.042345119554345396
200,1.2,0.1,0.75,2.5,1.0,2.7773236743307654,-0.48814705575129436,-1.2891766185794709,0.9997369843435342,0.0425315533621264
201,1.2,0.2,0.75,2.1,0.6,2.623073452221157,-0.2993260646576834,-1.323747387563474,0.9997417790542557,0.04504931121214165
202,1.2,0.2,0.75,2.1,0.7,3.0012862500401516,-0.5076014518297541,-1.4936847982103971,0.9997543832322425,0.04774568758652937
203,1.2,0.2,0.75,2.1,0.8,2.773179856600706,-0.529805276527174,-1.2433745800735323,0.9997665265371158,0.04718450921813381
204,1.2,0.2,0.75,2.1,0.9,2.867922460074656,-0.535193119458804,-1.3327293406158516,0.9997776485237149,0.04963618658091781
205,1.2,0.2,0.75,2.1,1.0,2.2712333287204918,-0.5535985623449621,-0.7176347663755297,0.9997759695523659,0.04978232356927807
206,1.2,0.2,0.75,2.2,0.6,2.633652849941128,-0.34047585608245784,-1.29317699385867,0.9997183887151703,0.04564264423984881
207,1.2,0.2,0.75,2.2,0.7,3.1071477910347243,-0.5973197814555862,-1.5098280095791383,0.9997337972687812,0.04603543493272619
